sentence,np,vp,pp,score
"geogh sole- kifgheozh this- gufgeogh -u bish bouxzhous piaux many- gishtouv these- kukgish EndOfText
","['INDEFD PLPREFA AW PLPREFN NW', 'INDEFD SGPREFA AW SGPREFN NW']",['INDEFD SGPREFA AW SGPREFN NW DATSUFF PWDAT VW'],['INDEFD SGPREFA AW SGPREFN NW DATSUFF PWDAT'],0.2857142857142857
"bouz sole- doupdouz this- diaushziauv -the -uyu pouz geogh many- teoxzhiauzh these- buttugh many- these- these- kiaug sole- dixxif -the gufghis geogh sole- tattough this- gufghis pis sole- bisgouf this- tushbouf -the gitghuv piaux many- doupdouz these- koupzouz dazh EndOfText
",[],[],[],1.0
"pazh sole- tifghuv this- doushviaugh -uyu pouz boukteof piaux many- kutbuv these- geofvas EndOfText
","['INDEFD PLPREFA AW PLPREFN NW', 'INDEFD SGPREFA AW SGPREFN NW']",['INDEFD SGPREFA AW SGPREFN NW ACCSUFF PWACC VW'],['INDEFD SGPREFA AW SGPREFN NW ACCSUFF PWACC'],0.2857142857142857
"gud many- bisgouf these- tiautshas daxfuv pazh sole- kikvouzh this- diaufsheos bouz sole- diaufshuz this- tushbouf -the -uyu pouz poutteozh bouz many- duxveozh these- peoxsouz -the gazh EndOfText
",[],[],[],1.0
"geogh many- keotvoux these- gakzhiaus -uyu kagh bouz sole- gusghouf this- piaupgeos -the gutviz pis many- gipsax these- biaupduf -the geogh many- keokzeoz these- gufgeogh -u kux buffuz piaux sole- touptouzh this- tiausxav teot EndOfText
",[],[],[],1.0
"goushgus dab sole- toufghiaush this- diauktoux -the piaug many- beoshpagh these- gaxdiauzh -the -uyu kagh guffav bouz many- duxveozh these- kukgish -the deoz EndOfText
",[],[],[],1.0
"pazh sole- tuskeox this- diaushziauv -uyu duk duk pazh sole- dishkeof this- doushtus dab many- boushtuf these- poufgiauv -the -uyu pouz pazh many- peopdeof these- gishkiaugh guzh EndOfText
","['DEFD PLPREFA AW PLPREFN NW DEFSUFFIX', 'INDEFD PLPREFA AW PLPREFN NW', 'INDEFD SGPREFA AW SGPREFN NW']",[],"['INDEFD SGPREFA AW SGPREFN NW ACCSUFF PWACC', 'DEFD PLPREFA AW PLPREFN NW DEFSUFFIX ACCSUFF PWACC']",0.14285714285714285
"piaug sole- teoxzhiauzh this- diaushziauv -the -uyu duk kiaug sole- giaushghaf this- tushbouf -the bouz sole- keoppagh this- diauxghouf -the tiaushtous geogh sole- daskazh this- kitvux EndOfText
","['DEFD SGPREFA AW SGPREFN NW DEFSUFFIX', 'INDEFD SGPREFA AW SGPREFN NW']",['DEFD SGPREFA AW SGPREFN NW DEFSUFFIX VW'],['DEFD SGPREFA AW SGPREFN NW DEFSUFFIX ACCSUFF PWACC'],0.14814814814814814
"bouz sole- deopxis this- keoxdus -the dishxaf bouz many- deosbeos these- koukvux -the dishxaf piaug many- dipsuz these- toutsheosh -the guzh EndOfText
","['DEFD PLPREFA AW PLPREFN NW DEFSUFFIX', 'DEFD SGPREFA AW SGPREFN NW DEFSUFFIX']","['DEFD PLPREFA AW PLPREFN NW DEFSUFFIX VW', 'DEFD SGPREFA AW SGPREFN NW DEFSUFFIX VW']",[],0.22727272727272727
"dab sole- toupshus this- diauktoux -the -u kux piaug many- gixghush these- teofzax -the koushtuv geogh sole- kifvagh this- tiaupdouv EndOfText
",[],[],[],1.0
"gas sole- teoshvouf this- piauppoush -u pis koushtuv dab many- daskazh these- toutsheosh -the geogh many- deopghus these- piauppoush goushghas geogh sole- datpeozh this- tutghoux deoz EndOfText
",[],[],[],1.0
"pazh sole- gisziauf this- giaukzhiaus dazh EndOfText
",['INDEFD SGPREFA AW SGPREFN NW'],[],[],0.14285714285714285
"bouz many- baxkiz these- giaukzhiaus -the peotdaf pis many- biauxzhiz these- dukzoux -the EndOfText
",['DEFD PLPREFA AW PLPREFN NW DEFSUFFIX'],['DEFD PLPREFA AW PLPREFN NW DEFSUFFIX VW'],[],0.17857142857142858
"guzh piaug sole- diaufshuz this- gishkiaugh -the piaux sole- biaushshuv this- piaupgeos pazh many- gatdux these- diauktoux guzh EndOfText
",[],[],[],1.0
